"activity" "subjects" "variable" "value"
"LAYING" 12 "tBodyGyro-std()-Y" -0.73506282621875
"LAYING" 13 "tBodyGyro-std()-Y" -0.966961138974359
"LAYING" 15 "tBodyGyro-std()-Y" -0.617407853814218
"LAYING" 16 "tBodyGyro-std()-Y" -0.810124133715847
"LAYING" 17 "tBodyGyro-std()-Y" -0.764867040625
"LAYING" 19 "tBodyGyro-std()-Y" -0.643866300560306
"LAYING" 21 "tBodyGyro-std()-Y" -0.973817106764706
"SITTING" 4 "tBodyGyro-std()-Y" -0.667520037241379
"SITTING" 7 "tBodyGyro-std()-Y" -0.581579749100402
"SITTING" 8 "tBodyGyro-std()-Y" -0.570941237019217
"SITTING" 9 "tBodyGyro-std()-Y" -0.670498220701389
"SITTING" 10 "tBodyGyro-std()-Y" -0.751811505775862
"SITTING" 11 "tBodyGyro-std()-Y" -0.703501766487342
"SITTING" 14 "tBodyGyro-std()-Y" -0.398959362766099
"SITTING" 15 "tBodyGyro-std()-Y" -0.873559637094017
"STANDING" 1 "tBodyGyro-std()-Y" -0.450979810499568
"STANDING" 2 "tBodyGyro-std()-Y" -0.722943674337748
"STANDING" 3 "tBodyGyro-std()-Y" -0.76302218170088
"STANDING" 4 "tBodyGyro-std()-Y" -0.847680387434783
"STANDING" 5 "tBodyGyro-std()-Y" -0.705638306688742
"STANDING" 6 "tBodyGyro-std()-Y" -0.626252072652308
"STANDING" 7 "tBodyGyro-std()-Y" -0.951330662881356
"WALKING" 13 "tBodyGyro-std()-Y" -0.602228374072917
"WALKING" 18 "tBodyGyro-std()-Y" -0.792461568653846
"WALKING" 21 "tBodyGyro-std()-Y" -0.695471311928105
"WALKING" 22 "tBodyGyro-std()-Y" -0.784052281090343
"WALKING" 23 "tBodyGyro-std()-Y" -0.500338191139785
"WALKING" 25 "tBodyGyro-std()-Y" -0.783732379030837
"WALKING_DOWNSTAIRS" 18 "tBodyGyro-std()-Y" -0.757228573653846
"WALKING_DOWNSTAIRS" 20 "tBodyGyro-std()-Y" -0.717645621940151
"WALKING_DOWNSTAIRS" 25 "tBodyGyro-std()-Y" -0.713008265879121
"WALKING_DOWNSTAIRS" 26 "tBodyGyro-std()-Y" -0.800675471045918
"WALKING_DOWNSTAIRS" 27 "tBodyGyro-std()-Y" -0.802048718989362
"WALKING_DOWNSTAIRS" 28 "tBodyGyro-std()-Y" -0.940081680277778
"WALKING_UPSTAIRS" 20 "tBodyGyro-std()-Y" -0.151370548872111
"WALKING_UPSTAIRS" 24 "tBodyGyro-std()-Y" -0.763365457296588
"WALKING_UPSTAIRS" 28 "tBodyGyro-std()-Y" -0.720601548742775
"WALKING_UPSTAIRS" 29 "tBodyGyro-std()-Y" -0.634569173421512
"WALKING_UPSTAIRS" 30 "tBodyGyro-std()-Y" -0.538990663942298
"LAYING" 10 "tBodyGyro-std()-Z" -0.555094483744944
"LAYING" 12 "tBodyGyro-std()-Z" -0.671057678528125
"LAYING" 13 "tBodyGyro-std()-Z" -0.97720682974359
"LAYING" 15 "tBodyGyro-std()-Z" -0.674341839194313
"LAYING" 16 "tBodyGyro-std()-Z" -0.737629967961749
"LAYING" 17 "tBodyGyro-std()-Z" -0.720741038680163
"LAYING" 19 "tBodyGyro-std()-Z" -0.645682212189167
"LAYING" 21 "tBodyGyro-std()-Z" -0.977247429705882
"SITTING" 4 "tBodyGyro-std()-Z" -0.603180896781609
"SITTING" 7 "tBodyGyro-std()-Z" -0.594305602899598
"SITTING" 8 "tBodyGyro-std()-Z" -0.511392038012811
"SITTING" 9 "tBodyGyro-std()-Z" -0.587557692291458
"SITTING" 10 "tBodyGyro-std()-Z" -0.66419850437931
"SITTING" 11 "tBodyGyro-std()-Z" -0.725016008797468
"SITTING" 14 "tBodyGyro-std()-Z" -0.364478192502167
"SITTING" 15 "tBodyGyro-std()-Z" -0.807462596923077
"STANDING" 1 "tBodyGyro-std()-Z" -0.597496136795101
"STANDING" 2 "tBodyGyro-std()-Z" -0.634888927843046
"STANDING" 3 "tBodyGyro-std()-Z" -0.709483440322581
"STANDING" 4 "tBodyGyro-std()-Z" -0.772973401956522
"STANDING" 5 "tBodyGyro-std()-Z" -0.606589817380795
"STANDING" 6 "tBodyGyro-std()-Z" -0.599910232855692
"STANDING" 7 "tBodyGyro-std()-Z" -0.954692526440678
"WALKING" 13 "tBodyGyro-std()-Z" -0.5981257841875
"WALKING" 18 "tBodyGyro-std()-Z" -0.794378538509615
"WALKING" 21 "tBodyGyro-std()-Z" -0.609773561430784
"WALKING" 22 "tBodyGyro-std()-Z" -0.654458016208723
"WALKING" 23 "tBodyGyro-std()-Z" -0.609683451821774
"WALKING" 25 "tBodyGyro-std()-Z" -0.761187338634361
"WALKING_DOWNSTAIRS" 18 "tBodyGyro-std()-Z" -0.680591075961538
"WALKING_DOWNSTAIRS" 20 "tBodyGyro-std()-Z" -0.670903029889394
"WALKING_DOWNSTAIRS" 25 "tBodyGyro-std()-Z" -0.730226670934066
"WALKING_DOWNSTAIRS" 26 "tBodyGyro-std()-Z" -0.703347205619898
"WALKING_DOWNSTAIRS" 27 "tBodyGyro-std()-Z" -0.674128512103723
"WALKING_DOWNSTAIRS" 28 "tBodyGyro-std()-Z" -0.926823055277778
"WALKING_UPSTAIRS" 20 "tBodyGyro-std()-Z" -0.105977795884444
"WALKING_UPSTAIRS" 24 "tBodyGyro-std()-Z" -0.708251676335958
"WALKING_UPSTAIRS" 28 "tBodyGyro-std()-Z" -0.64304630414422
"WALKING_UPSTAIRS" 29 "tBodyGyro-std()-Z" -0.713864583982558
"WALKING_UPSTAIRS" 30 "tBodyGyro-std()-Z" -0.589783442185379
"LAYING" 10 "tBodyGyroJerk-mean()-X" -0.112186524665169
"LAYING" 12 "tBodyGyroJerk-mean()-X" -0.0731134377315625
"LAYING" 13 "tBodyGyroJerk-mean()-X" -0.0983042010512821
"LAYING" 15 "tBodyGyroJerk-mean()-X" -0.0939061538246446
"LAYING" 16 "tBodyGyroJerk-mean()-X" -0.107361614801257
"LAYING" 17 "tBodyGyroJerk-mean()-X" -0.107854170946467
"LAYING" 19 "tBodyGyroJerk-mean()-X" -0.0895939425055556
"LAYING" 21 "tBodyGyroJerk-mean()-X" -0.100380198323529
"SITTING" 4 "tBodyGyroJerk-mean()-X" -0.116189387751724
"SITTING" 7 "tBodyGyroJerk-mean()-X" -0.0941973969615502
"SITTING" 8 "tBodyGyroJerk-mean()-X" -0.104969855200356
"SITTING" 9 "tBodyGyroJerk-mean()-X" -0.0892254930640278
"SITTING" 10 "tBodyGyroJerk-mean()-X" -0.101958125818966
"SITTING" 11 "tBodyGyroJerk-mean()-X" -0.0805473309873418
"SITTING" 14 "tBodyGyroJerk-mean()-X" -0.107556127062003
"SITTING" 15 "tBodyGyroJerk-mean()-X" -0.100031223103419
"STANDING" 1 "tBodyGyroJerk-mean()-X" -0.0971120197265994
"STANDING" 2 "tBodyGyroJerk-mean()-X" -0.0875587491668874
"STANDING" 3 "tBodyGyroJerk-mean()-X" -0.0991554609633431
"STANDING" 4 "tBodyGyroJerk-mean()-X" -0.104708375420435
"STANDING" 5 "tBodyGyroJerk-mean()-X" -0.103522877147351
"STANDING" 6 "tBodyGyroJerk-mean()-X" -0.0829159966093231
"STANDING" 7 "tBodyGyroJerk-mean()-X" -0.094230497338983
"WALKING" 13 "tBodyGyroJerk-mean()-X" -0.0867388887725694
"WALKING" 18 "tBodyGyroJerk-mean()-X" -0.0955440540863462
"WALKING" 21 "tBodyGyroJerk-mean()-X" -0.100617691077778
"WALKING" 22 "tBodyGyroJerk-mean()-X" -0.109257561827445
"WALKING" 23 "tBodyGyroJerk-mean()-X" -0.0966990737225806
"WALKING" 25 "tBodyGyroJerk-mean()-X" -0.10938093210652
"WALKING_DOWNSTAIRS" 18 "tBodyGyroJerk-mean()-X" -0.0928814969151282
"WALKING_DOWNSTAIRS" 20 "tBodyGyroJerk-mean()-X" -0.0958769719390151
"WALKING_DOWNSTAIRS" 25 "tBodyGyroJerk-mean()-X" -0.106870643943956
"WALKING_DOWNSTAIRS" 26 "tBodyGyroJerk-mean()-X" -0.0988125627461224
"WALKING_DOWNSTAIRS" 27 "tBodyGyroJerk-mean()-X" -0.0893066039356303
"WALKING_DOWNSTAIRS" 28 "tBodyGyroJerk-mean()-X" -0.0982477864722222
"WALKING_UPSTAIRS" 20 "tBodyGyroJerk-mean()-X" -0.0923574535765556
"WALKING_UPSTAIRS" 24 "tBodyGyroJerk-mean()-X" -0.0998294248142257
"WALKING_UPSTAIRS" 28 "tBodyGyroJerk-mean()-X" -0.0870677379820809
"WALKING_UPSTAIRS" 29 "tBodyGyroJerk-mean()-X" -0.100707751809855
"WALKING_UPSTAIRS" 30 "tBodyGyroJerk-mean()-X" -0.0926769005274151
"LAYING" 10 "tBodyGyroJerk-mean()-Y" -0.0399910798199438
"LAYING" 12 "tBodyGyroJerk-mean()-Y" -0.043678823491875
"LAYING" 13 "tBodyGyroJerk-mean()-Y" -0.0402657887512821
"LAYING" 15 "tBodyGyroJerk-mean()-Y" -0.0446592995800474
"LAYING" 16 "tBodyGyroJerk-mean()-Y" -0.0416615668939617
"LAYING" 17 "tBodyGyroJerk-mean()-Y" -0.039171944702962
"LAYING" 19 "tBodyGyroJerk-mean()-Y" -0.0383208736670278
"LAYING" 21 "tBodyGyroJerk-mean()-Y" -0.0398275046085686
"SITTING" 4 "tBodyGyroJerk-mean()-Y" -0.035932478745977
"SITTING" 7 "tBodyGyroJerk-mean()-Y" -0.0422900145865462
"SITTING" 8 "tBodyGyroJerk-mean()-Y" -0.0400922240331673
"SITTING" 9 "tBodyGyroJerk-mean()-Y" -0.0397344421815972
"SITTING" 10 "tBodyGyroJerk-mean()-Y" -0.0461522009655172
"SITTING" 11 "tBodyGyroJerk-mean()-Y" -0.0493914065474684
"SITTING" 14 "tBodyGyroJerk-mean()-Y" -0.0433200489340217
"SITTING" 15 "tBodyGyroJerk-mean()-Y" -0.0431672344152137
"STANDING" 1 "tBodyGyroJerk-mean()-Y" -0.0417164808293948
"STANDING" 2 "tBodyGyroJerk-mean()-Y" -0.0433986835453642
"STANDING" 3 "tBodyGyroJerk-mean()-Y" -0.0401923943695015
"STANDING" 4 "tBodyGyroJerk-mean()-Y" -0.0415975150691304
"STANDING" 5 "tBodyGyroJerk-mean()-Y" -0.0490624519374172
"STANDING" 6 "tBodyGyroJerk-mean()-Y" -0.0454921005615385
"STANDING" 7 "tBodyGyroJerk-mean()-Y" -0.0378533843271186
"WALKING" 13 "tBodyGyroJerk-mean()-Y" -0.0446006639826389
"WALKING" 18 "tBodyGyroJerk-mean()-Y" -0.0426831572692308
"WALKING" 21 "tBodyGyroJerk-mean()-Y" -0.0411556507122549
"WALKING" 22 "tBodyGyroJerk-mean()-Y" -0.0384616223750156
"WALKING" 23 "tBodyGyroJerk-mean()-Y" -0.0432722741798387
"WALKING" 25 "tBodyGyroJerk-mean()-Y" -0.0379530348732599
"WALKING_DOWNSTAIRS" 18 "tBodyGyroJerk-mean()-Y" -0.0461505589173077
"WALKING_DOWNSTAIRS" 20 "tBodyGyroJerk-mean()-Y" -0.0426550391503788
"WALKING_DOWNSTAIRS" 25 "tBodyGyroJerk-mean()-Y" -0.0402799313146703
"WALKING_DOWNSTAIRS" 26 "tBodyGyroJerk-mean()-Y" -0.040476400288852
"WALKING_DOWNSTAIRS" 27 "tBodyGyroJerk-mean()-Y" -0.0450414487725798
"WALKING_DOWNSTAIRS" 28 "tBodyGyroJerk-mean()-Y" -0.0443324091666667
"WALKING_UPSTAIRS" 20 "tBodyGyroJerk-mean()-Y" -0.0378586273211111
"WALKING_UPSTAIRS" 24 "tBodyGyroJerk-mean()-Y" -0.0390749421383202
"WALKING_UPSTAIRS" 28 "tBodyGyroJerk-mean()-Y" -0.0448456255258093
"WALKING_UPSTAIRS" 29 "tBodyGyroJerk-mean()-Y" -0.0464322029527616
"WALKING_UPSTAIRS" 30 "tBodyGyroJerk-mean()-Y" -0.0412903779669452
"LAYING" 10 "tBodyGyroJerk-mean()-Z" -0.0545410082941573
"LAYING" 12 "tBodyGyroJerk-mean()-Z" -0.0574585039485312
"LAYING" 13 "tBodyGyroJerk-mean()-Z" -0.0550643396076923
"LAYING" 15 "tBodyGyroJerk-mean()-Z" -0.0540399905691943
"LAYING" 16 "tBodyGyroJerk-mean()-Z" -0.0539470410873497
"LAYING" 17 "tBodyGyroJerk-mean()-Z" -0.0508496510874185
"LAYING" 19 "tBodyGyroJerk-mean()-Z" -0.0569649444286944
"LAYING" 21 "tBodyGyroJerk-mean()-Z" -0.054371565149902
"SITTING" 4 "tBodyGyroJerk-mean()-Z" -0.0493020654252874
"SITTING" 7 "tBodyGyroJerk-mean()-Z" -0.0636891701071486
"SITTING" 8 "tBodyGyroJerk-mean()-Z" -0.0582887148366548
"SITTING" 9 "tBodyGyroJerk-mean()-Z" -0.053402884281875
"SITTING" 10 "tBodyGyroJerk-mean()-Z" -0.0571036731258621
"SITTING" 11 "tBodyGyroJerk-mean()-Z" -0.0480140167267405
"SITTING" 14 "tBodyGyroJerk-mean()-Z" -0.0450693836894427
"SITTING" 15 "tBodyGyroJerk-mean()-Z" -0.0583139570564103
"STANDING" 1 "tBodyGyroJerk-mean()-Z" -0.0471393985477522
"STANDING" 2 "tBodyGyroJerk-mean()-Z" -0.0557541828188742
"STANDING" 3 "tBodyGyroJerk-mean()-Z" -0.0521178264170088
"STANDING" 4 "tBodyGyroJerk-mean()-Z" -0.0610267445426957
"STANDING" 5 "tBodyGyroJerk-mean()-Z" -0.0506258160122517
"STANDING" 6 "tBodyGyroJerk-mean()-Z" -0.0533610323667692
"STANDING" 7 "tBodyGyroJerk-mean()-Z" -0.0498115394966102
"WALKING" 13 "tBodyGyroJerk-mean()-Z" -0.0587062286048611
"WALKING" 18 "tBodyGyroJerk-mean()-Z" -0.0496270950754808
"WALKING" 21 "tBodyGyroJerk-mean()-Z" -0.0530576178055556
"WALKING" 22 "tBodyGyroJerk-mean()-Z" -0.0582144293519003
"WALKING" 23 "tBodyGyroJerk-mean()-Z" -0.0621959093526344
"WALKING" 25 "tBodyGyroJerk-mean()-Z" -0.0560582110532599
"WALKING_DOWNSTAIRS" 18 "tBodyGyroJerk-mean()-Z" -0.0664764726665385
"WALKING_DOWNSTAIRS" 20 "tBodyGyroJerk-mean()-Z" -0.0543895193212121
"WALKING_DOWNSTAIRS" 25 "tBodyGyroJerk-mean()-Z" -0.0549795551543407
"WALKING_DOWNSTAIRS" 26 "tBodyGyroJerk-mean()-Z" -0.0558282743354031
"WALKING_DOWNSTAIRS" 27 "tBodyGyroJerk-mean()-Z" -0.0586254676047872
"WALKING_DOWNSTAIRS" 28 "tBodyGyroJerk-mean()-Z" -0.0528028311880556
"WALKING_UPSTAIRS" 20 "tBodyGyroJerk-mean()-Z" -0.0540379125177778
"WALKING_UPSTAIRS" 24 "tBodyGyroJerk-mean()-Z" -0.0552987683401575
"WALKING_UPSTAIRS" 28 "tBodyGyroJerk-mean()-Z" -0.0615968239890751
"WALKING_UPSTAIRS" 29 "tBodyGyroJerk-mean()-Z" -0.052785999031686
"WALKING_UPSTAIRS" 30 "tBodyGyroJerk-mean()-Z" -0.0493556177875196
"LAYING" 10 "tBodyGyroJerk-std()-X" -0.665836066179775
"LAYING" 12 "tBodyGyroJerk-std()-X" -0.709726149496875
"LAYING" 13 "tBodyGyroJerk-std()-X" -0.981567850769231
"LAYING" 15 "tBodyGyroJerk-std()-X" -0.683266357677725
"LAYING" 16 "tBodyGyroJerk-std()-X" -0.858298719153005
"LAYING" 17 "tBodyGyroJerk-std()-X" -0.788387981630435
"LAYING" 19 "tBodyGyroJerk-std()-X" -0.618836206634444
"LAYING" 21 "tBodyGyroJerk-std()-X" -0.985714683823529
"SITTING" 4 "tBodyGyroJerk-std()-X" -0.503054162298851
"SITTING" 7 "tBodyGyroJerk-std()-X" -0.637273681522892
"SITTING" 8 "tBodyGyroJerk-std()-X" -0.674984452240214
"SITTING" 9 "tBodyGyroJerk-std()-X" -0.7617108665625
"SITTING" 10 "tBodyGyroJerk-std()-X" -0.760644561551724
"SITTING" 11 "tBodyGyroJerk-std()-X" -0.781738140601266
"SITTING" 14 "tBodyGyroJerk-std()-X" -0.7862917325387
"SITTING" 15 "tBodyGyroJerk-std()-X" -0.818156647435897
"STANDING" 1 "tBodyGyroJerk-std()-X" -0.637812687210375
"STANDING" 2 "tBodyGyroJerk-std()-X" -0.671679103311258
"STANDING" 3 "tBodyGyroJerk-std()-X" -0.689328428607038
"STANDING" 4 "tBodyGyroJerk-std()-X" -0.807283824913044
"STANDING" 5 "tBodyGyroJerk-std()-X" -0.662581310334437
"STANDING" 6 "tBodyGyroJerk-std()-X" -0.546009968372308
"STANDING" 7 "tBodyGyroJerk-std()-X" -0.973763780508475
"WALKING" 13 "tBodyGyroJerk-std()-X" -0.679779924798611
"WALKING" 18 "tBodyGyroJerk-std()-X" -0.834848288028846
"WALKING" 21 "tBodyGyroJerk-std()-X" -0.728072647686275
"WALKING" 22 "tBodyGyroJerk-std()-X" -0.708898710199377
"WALKING" 23 "tBodyGyroJerk-std()-X" -0.728692138333333
"WALKING" 25 "tBodyGyroJerk-std()-X" -0.796964029162996
"WALKING_DOWNSTAIRS" 18 "tBodyGyroJerk-std()-X" -0.853620397692308
"WALKING_DOWNSTAIRS" 20 "tBodyGyroJerk-std()-X" -0.792245561973485
"WALKING_DOWNSTAIRS" 25 "tBodyGyroJerk-std()-X" -0.73340822478022
"WALKING_DOWNSTAIRS" 26 "tBodyGyroJerk-std()-X" -0.732321370690816
"WALKING_DOWNSTAIRS" 27 "tBodyGyroJerk-std()-X" -0.8210758325
"WALKING_DOWNSTAIRS" 28 "tBodyGyroJerk-std()-X" -0.930824061388889
"WALKING_UPSTAIRS" 20 "tBodyGyroJerk-std()-X" -0.422939325561111
"WALKING_UPSTAIRS" 24 "tBodyGyroJerk-std()-X" -0.764490030609974
"WALKING_UPSTAIRS" 28 "tBodyGyroJerk-std()-X" -0.698633879
"WALKING_UPSTAIRS" 29 "tBodyGyroJerk-std()-X" -0.736117664139535
"WALKING_UPSTAIRS" 30 "tBodyGyroJerk-std()-X" -0.780636429556136
"LAYING" 10 "tBodyGyroJerk-std()-Y" -0.739123314101124
"LAYING" 12 "tBodyGyroJerk-std()-Y" -0.8112325993125
"LAYING" 13 "tBodyGyroJerk-std()-Y" -0.976328599230769
"LAYING" 15 "tBodyGyroJerk-std()-Y" -0.81104939
"LAYING" 16 "tBodyGyroJerk-std()-Y" -0.86957312057377
"LAYING" 17 "tBodyGyroJerk-std()-Y" -0.825988662771739
"LAYING" 19 "tBodyGyroJerk-std()-Y" -0.725991380623889
"LAYING" 21 "tBodyGyroJerk-std()-Y" -0.987097938431373
"SITTING" 4 "tBodyGyroJerk-std()-Y" -0.849875585632184
"SITTING" 7 "tBodyGyroJerk-std()-Y" -0.603126605369076
"SITTING" 8 "tBodyGyroJerk-std()-Y" -0.683086930288968
"SITTING" 9 "tBodyGyroJerk-std()-Y" -0.773273878854167
"SITTING" 10 "tBodyGyroJerk-std()-Y" -0.813937354568966
"SITTING" 11 "tBodyGyroJerk-std()-Y" -0.868377254082279
"SITTING" 14 "tBodyGyroJerk-std()-Y" -0.6979155314613
"SITTING" 15 "tBodyGyroJerk-std()-Y" -0.931336247094017
"STANDING" 1 "tBodyGyroJerk-std()-Y" -0.634472244550432
"STANDING" 2 "tBodyGyroJerk-std()-Y" -0.783595466728477
"STANDING" 3 "tBodyGyroJerk-std()-Y" -0.842659862111437
"STANDING" 4 "tBodyGyroJerk-std()-Y" -0.922409330043478
"STANDING" 5 "tBodyGyroJerk-std()-Y" -0.774114270364238
"STANDING" 6 "tBodyGyroJerk-std()-Y" -0.677635980501539
"STANDING" 7 "tBodyGyroJerk-std()-Y" -0.97791306220339
"WALKING" 13 "tBodyGyroJerk-std()-Y" -0.684140465829861
"WALKING" 18 "tBodyGyroJerk-std()-Y" -0.915314038413461
"WALKING" 21 "tBodyGyroJerk-std()-Y" -0.758779801862745
"WALKING" 22 "tBodyGyroJerk-std()-Y" -0.859924419844237
"WALKING" 23 "tBodyGyroJerk-std()-Y" -0.546043593651882
"WALKING" 25 "tBodyGyroJerk-std()-Y" -0.917490888590308
"WALKING_DOWNSTAIRS" 18 "tBodyGyroJerk-std()-Y" -0.842365719038462
"WALKING_DOWNSTAIRS" 20 "tBodyGyroJerk-std()-Y" -0.778059146087121
"WALKING_DOWNSTAIRS" 25 "tBodyGyroJerk-std()-Y" -0.884090402857143
"WALKING_DOWNSTAIRS" 26 "tBodyGyroJerk-std()-Y" -0.836112175331633
"WALKING_DOWNSTAIRS" 27 "tBodyGyroJerk-std()-Y" -0.837320211489362
"WALKING_DOWNSTAIRS" 28 "tBodyGyroJerk-std()-Y" -0.973969605833333
"WALKING_UPSTAIRS" 20 "tBodyGyroJerk-std()-Y" -0.409197201244444
"WALKING_UPSTAIRS" 24 "tBodyGyroJerk-std()-Y" -0.792718702440945
"WALKING_UPSTAIRS" 28 "tBodyGyroJerk-std()-Y" -0.809543090722543
"WALKING_UPSTAIRS" 29 "tBodyGyroJerk-std()-Y" -0.853639613139535
"WALKING_UPSTAIRS" 30 "tBodyGyroJerk-std()-Y" -0.79894807305483
"LAYING" 10 "tBodyGyroJerk-std()-Z" -0.653709248078652
"LAYING" 12 "tBodyGyroJerk-std()-Z" -0.749351860259375
"LAYING" 13 "tBodyGyroJerk-std()-Z" -0.989009073846154
"LAYING" 15 "tBodyGyroJerk-std()-Z" -0.751557546540284
"LAYING" 16 "tBodyGyroJerk-std()-Z" -0.837039926065574
"LAYING" 17 "tBodyGyroJerk-std()-Z" -0.808251302907609
"LAYING" 19 "tBodyGyroJerk-std()-Z" -0.686684583831583
"LAYING" 21 "tBodyGyroJerk-std()-Z" -0.987671618137255
"SITTING" 4 "tBodyGyroJerk-std()-Z" -0.565894748356322
"SITTING" 7 "tBodyGyroJerk-std()-Z" -0.695385495875502
"SITTING" 8 "tBodyGyroJerk-std()-Z" -0.695970301754448
"SITTING" 9 "tBodyGyroJerk-std()-Z" -0.744656038298611
"SITTING" 10 "tBodyGyroJerk-std()-Z" -0.737577828853448
"SITTING" 11 "tBodyGyroJerk-std()-Z" -0.795490882468354
"SITTING" 14 "tBodyGyroJerk-std()-Z" -0.638299064788854
"SITTING" 15 "tBodyGyroJerk-std()-Z" -0.875100433760684
"STANDING" 1 "tBodyGyroJerk-std()-Z" -0.664591977786455
"STANDING" 2 "tBodyGyroJerk-std()-Z" -0.674611933293046
"STANDING" 3 "tBodyGyroJerk-std()-Z" -0.743028500565982
"STANDING" 4 "tBodyGyroJerk-std()-Z" -0.817392063869565
"STANDING" 5 "tBodyGyroJerk-std()-Z" -0.564680771249007
"STANDING" 6 "tBodyGyroJerk-std()-Z" -0.526908306306892
"STANDING" 7 "tBodyGyroJerk-std()-Z" -0.984713438135593
"WALKING" 13 "tBodyGyroJerk-std()-Z" -0.675301799440972
"WALKING" 18 "tBodyGyroJerk-std()-Z" -0.860623664375
"WALKING" 21 "tBodyGyroJerk-std()-Z" -0.753465876862745
"WALKING" 22 "tBodyGyroJerk-std()-Z" -0.742272774987539
"WALKING" 23 "tBodyGyroJerk-std()-Z" -0.740518145887097
"WALKING" 25 "tBodyGyroJerk-std()-Z" -0.850278435814978
"WALKING_DOWNSTAIRS" 18 "tBodyGyroJerk-std()-Z" -0.809269327692308
"WALKING_DOWNSTAIRS" 20 "tBodyGyroJerk-std()-Z" -0.779487395189394
"WALKING_DOWNSTAIRS" 25 "tBodyGyroJerk-std()-Z" -0.808862087857143
"WALKING_DOWNSTAIRS" 26 "tBodyGyroJerk-std()-Z" -0.773101524821429
"WALKING_DOWNSTAIRS" 27 "tBodyGyroJerk-std()-Z" -0.782945588829787
"WALKING_DOWNSTAIRS" 28 "tBodyGyroJerk-std()-Z" -0.956361830555556
"WALKING_UPSTAIRS" 20 "tBodyGyroJerk-std()-Z" -0.217919429768889
"WALKING_UPSTAIRS" 24 "tBodyGyroJerk-std()-Z" -0.796816516614173
"WALKING_UPSTAIRS" 28 "tBodyGyroJerk-std()-Z" -0.750340343612717
"WALKING_UPSTAIRS" 29 "tBodyGyroJerk-std()-Z" -0.770221314302326
"WALKING_UPSTAIRS" 30 "tBodyGyroJerk-std()-Z" -0.76322854691906
"LAYING" 10 "tBodyAccMag-mean()" -0.410425640545281
"LAYING" 12 "tBodyAccMag-mean()" -0.559586545675313
"LAYING" 13 "tBodyAccMag-mean()" -0.957516079230769
"LAYING" 15 "tBodyAccMag-mean()" -0.393700499981801
"LAYING" 16 "tBodyAccMag-mean()" -0.616131116889044
"LAYING" 17 "tBodyAccMag-mean()" -0.568367244093859
"LAYING" 19 "tBodyAccMag-mean()" -0.531507362111361
"LAYING" 21 "tBodyAccMag-mean()" -0.973348456176471
"SITTING" 4 "tBodyAccMag-mean()" -0.241791763733333
"SITTING" 7 "tBodyAccMag-mean()" -0.412083624852209
"SITTING" 8 "tBodyAccMag-mean()" -0.468522592843416
"SITTING" 9 "tBodyAccMag-mean()" -0.505183470509188
"SITTING" 10 "tBodyAccMag-mean()" -0.643787041732759
"SITTING" 11 "tBodyAccMag-mean()" -0.542825032813608
"SITTING" 14 "tBodyAccMag-mean()" -0.453262620331889
"SITTING" 15 "tBodyAccMag-mean()" -0.768194785982906
"STANDING" 1 "tBodyAccMag-mean()" -0.453632943768818
"STANDING" 2 "tBodyAccMag-mean()" -0.535281800541722
"STANDING" 3 "tBodyAccMag-mean()" -0.563140802770059
"STANDING" 4 "tBodyAccMag-mean()" -0.682546319061304
"STANDING" 5 "tBodyAccMag-mean()" -0.460866415568709
"STANDING" 6 "tBodyAccMag-mean()" -0.464770006998123
"STANDING" 7 "tBodyAccMag-mean()" -0.930089571694915
"WALKING" 13 "tBodyAccMag-mean()" -0.483315619064583
"WALKING" 18 "tBodyAccMag-mean()" -0.697312153605769
"WALKING" 21 "tBodyAccMag-mean()" -0.502629527346078
"WALKING" 22 "tBodyAccMag-mean()" -0.504099198287601
"WALKING" 23 "tBodyAccMag-mean()" -0.532754757205108
"WALKING" 25 "tBodyAccMag-mean()" -0.621457717696035
"WALKING_DOWNSTAIRS" 18 "tBodyAccMag-mean()" -0.606449350128205
"WALKING_DOWNSTAIRS" 20 "tBodyAccMag-mean()" -0.663082338813258
"WALKING_DOWNSTAIRS" 25 "tBodyAccMag-mean()" -0.535882405032967
"WALKING_DOWNSTAIRS" 26 "tBodyAccMag-mean()" -0.600932264175765
"WALKING_DOWNSTAIRS" 27 "tBodyAccMag-mean()" -0.627947737417819
"WALKING_DOWNSTAIRS" 28 "tBodyAccMag-mean()" -0.931047807777778
"WALKING_UPSTAIRS" 20 "tBodyAccMag-mean()" -0.0895043615730667
"WALKING_UPSTAIRS" 24 "tBodyAccMag-mean()" -0.620032665162467
"WALKING_UPSTAIRS" 28 "tBodyAccMag-mean()" -0.576630299640173
"WALKING_UPSTAIRS" 29 "tBodyAccMag-mean()" -0.553585593347965
"WALKING_UPSTAIRS" 30 "tBodyAccMag-mean()" -0.538131194183003
"LAYING" 10 "tBodyAccMag-std()" -0.473099669633011
"LAYING" 12 "tBodyAccMag-std()" -0.5743864944925
"LAYING" 13 "tBodyAccMag-std()" -0.942385326153846
"LAYING" 15 "tBodyAccMag-std()" -0.424716973600664
"LAYING" 16 "tBodyAccMag-std()" -0.661719690491803
"LAYING" 17 "tBodyAccMag-std()" -0.636074477703533
"LAYING" 19 "tBodyAccMag-std()" -0.599552767486306
"LAYING" 21 "tBodyAccMag-std()" -0.967418118627451
"SITTING" 4 "tBodyAccMag-std()" -0.34509942083908
"SITTING" 7 "tBodyAccMag-std()" -0.416915340874819
